Nom;Nom alternatiu;Tipus;Continent;Unitat de relleu;País;Cimera;Regió;Altitud;Classificació per alçada;Latitud;Longitud;Descripció;Keywords;
Monte Camerún;;pico;África;Montañas de Camerún;Camerún;;;4.040 m;quatre mil;;;Pico de 4.040 m de altura sobre el nivel del mar, situado en las montañas de Camerún.;Pico,altura,montañas;
Monte Perdido;;pico;Europa;Pirineos;España;;Aragón;3.355 m;tres mil;;;Pico de 3.355 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Montferrat;;pico;Europa;Pirineos;España;;;3.219 m;tres mil;;;Pico de 3.219 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Morales;;cerro;América Central;Cordillera Central;Puerto Rico;;Jayuya (Jayuya Abajo);988 m;menor de 1000;;;Cumbre de la Cordillera Central puertorriqueña, situada en el municipio de Jayuya (Jayuya Abajo).;Cumbre,Cordillera,Central,Jayuya;
Morrón;;pico;Europa;Cordillera Penibética;España;;;2.236 m;dos mil;;;Punto culminante de la sierra de Gádor, en la cordillera Penibética, con una altura de 2.236 m sobre el nivel del mar.;sierra,cordillera,altura;
Mucuñuque;;pico;América del Sur;Andes;Venezuela;;Sierra de Santo Domingo;4.670 m;quatre mil;;;Pico de 4.670 m de altura sobre el nivel del mar, situado al noreste del estado Mérida (Venezuela), junto con el pico Mifes, en la sierra de Santo Domingo (Andes). A pesar de su altura no presenta dificultades técnica importantes, puesto que el hecho de que el punto de partida de la ascensión se encuentre a 3.550 m, en la laguna Mucubají, facilita mucho la travesía. Asimismo, no es necesario utilizar un  equipos de escalada para llegar a la cumbre. La sierra de Santo Domingo está separada de la sierra Nevada de Mérida por los valles consecutivos de las quebradas Micarache y Gavídia, en la cuenca del río Chama, y de la sierra del Norte por el collado de Mucubají.;Pico,altura,Mifes,sierra,Andes,dificultades,ascensión,laguna,travesía,equipos,escalada,cumbre,Nevada,valles,valles,quebradas,cuenca,río,collado;
Muela De Alba;;pico;Europa;Pirineos;España;;;3.118 m;tres mil;;;Pico de 3.118 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Muhabura;;pico;África;Montañas Virunga;Ruanda, Uganda;;;4.127 m;quatre mil;;;También conocido como monte Muhavura, es un volcán extinto situado en las montañas Virunga, en la frontera entre Ruanda y Uganda. Con 4.127 m de altura sobre el nivel del mar, el pico Muhabura es la tercera cumbre más alta de las ocho grandes montañas que conforman la cordillera, una parte del Valle del Rift de África oriental. El pico Muhabura está dentro del Parque Nacional de los Volcanes, de Ruanda, y del Parque de los Gorilas Mgahinga, en Uganda. Se puede ascender la montaña en un día desde la vertiente ugandesa.;monte,volcán,montañas,frontera,altura,pico,cumbre,ocho,cordillera,Valle,Rift,ascender,vertiente;
Mukut Parbat;;pico;Asia;Himalaya;India, Tíbet;;;7.242 m;set mil;;;Pico de 7.242 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Mulhacén;;pico;Europa;Cordillera Penibética;España;;;3.479 m;tres mil;;;Pico de 3.479 m de altura sobre el nivel del mar, que le convierten en la montaña más alta de Sierra Nevada, de la Cordillera Penibética y de la península Ibérica. Es el segundo pico más alto de España, después del Teide.;Pico,altura,Sierra,Nevada,Cordillera,segundo,segundo,alto,Teide;
Muñeco;;cerro;América del Norte;Cordillera Neovolcánica;México;;Distrito Federal, México;3.846 m;tres mil;;;Montaña situada entre el Distrito Federal y en el estado de México, en la cordillera Neovolcánica mexicana.;Montaña,cordillera;
Muzat I;;pico;Asia;Tian Shan;China;;;6.955 m;sis mil;;;Pico de 6.955 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
Muzat II;;pico;Asia;Tian Shan;China;;;6.069 m;sis mil;;;Pico de 6.069 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
Muztagh Ata;;pico;Asia;Kunlun;China;;;7.546 m;set mil;;;Pico de 7.546 m de altura sobre el nivel del mar, situado en la cordillera Kunlun.;Pico,altura,cordillera,Kunlun;
Nagela;;pico;Asia;Tian Shan;China, Kirguistán;;;6.565 m;sis mil;;;Pico de 6.565 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
Naiguatá;;pico;América del Sur;Cordillera de la Costa;Venezuela;;;2.765 m;dos mil;;;Pico más elevado de la cordillera de la Costa, situado entre el Estado Vargas y el Estado Miranda. En sus faldas meridionales se asienta Petare, la capital del Municipio Sucre en el Estado Miranda, localizado al este del valle donde se asienta Caracas, la capital de Venezuela. Tiene una altitud de 2765 m sobre el nivel del mar. Pertenece al parque nacional El Ávila, que se extiende desde Caracas hacia el norte del Estado Miranda. En 1958 fue declarado parque nacional. Se considera a esta formación montañosa como emblema y pulmón vegetal de la ciudad de Caracas y es uno de los principales atractivos de la capital de Venezuela.;Pico,cordillera,Vargas,faldas,valle,altitud,montañosa;
Namcha Barwa;;pico;Asia;Himalaya;Tíbet;;;7.782 m;set mil;;;Pico de 7.782 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Nanda Devi;;pico;Asia;Himalaya;India;;;7.816 m;set mil;;;Pico de 7.816 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Nanga Parbat;;pico;Asia;Karakórum;Pakistán;;;8.125 m;vuit mil;;;Montaña del Himalaya de 8.125 m de altura, en la Cachemira del Pakistán, a la izquierda del río Indo. Es, por su altitud, la séptima cumbre del planeta y uno de los 14 ochomiles. La primera ascensión fue realizada por el alpinista alemán Herman Buhl en 1953.;Montaña,Himalaya,altura,río,altitud,cumbre,ochomiles,primera,ascensión,alpinista;
Nangpai Gosum;;pico;Asia;Himalaya;Nepal, Tíbet;;;7.350 m;set mil;;;Pico de 7.350 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Naranjo de Bulnes;;pico;Europa;Picos de Europa;España;;Cordillera Cantábrica;2.519 m;dos mil;;;También llamado Naranco de Bulnes o Pico Uriello, es una cumbre de España, de 2.519 m de altura, situada en la cordillera Cantábrica, en el sector central de los Picos de Europa.;cumbre,altura,cordillera,Picos de Europa;
Navarro;;pico;Europa;Pirineos;España;;;3.043 m;tres mil;;;Pico de 3.043 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Nelión;;pico;África;Monte Kenya;Kenya;;Tierras Altas Orientales;5.188 m;cinc mil;0° 9' S;37° 19' E;Cumbre secundaria (junto con la punta Lenana) del macizo del monte Kenya, de 5.188 m de altura, a 750 m en línea recta de la cumbre principal, el pico Batian (cumbre secundaria: pico Piggott). De la misma forma que la esclada de éste, la cumbre secundaria del monte Kenya presenta un gran número de ascensiones por todas sus caras que requieren amplios conocimientos técnicos y experiencia, con dificultades que van desde IV hasta VII, algunas de las cuales combinan las escalada en roca con la escalada en hielo.;Cumbre,punta,Lenana,macizo,monte,altura,pico,Piggott,caras,experiencia,dificultades,escalada,roca,escalada en hielo;
Neru;;pico;Asia;Tian Shan;China, Kirguistán;;;6.742 m;sis mil;;;Pico de 6.742 m de altura sobre el nivel del mar situado en la cordillera Tian Shan.;Pico,altura,cordillera,Tian Shan;
Nevado Copa;;nevado;América del Sur;Andes;Perú;;Andes peruanos;6.188 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Ngadi Chuli;;pico;Asia;Himalaya;Nepal;;;7.871 m;set mil;;;Pico de 7.871 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Ngga Pilimsit;;pico;Oceanía;Cordillera del Surdinam;Papúa y Nueva Guinea;;Montes Maoke;4.717 m;quatre mil;4° 2' 33'' S;137° 2' 33'' E;Montaña de Papúa y Nueva Guinea, de 4.717 m de altura sobre el nivel del mar, una de las más altas del país, de la isla de Nueva Guinea y del continente de Oceanía.;Montaña,altura,continente;
Nordeste De Culfreda;;pico;Europa;Pirineos;España;;;3.032 m;tres mil;;;Pico de 3.032 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Nordeste del Veladero;;pico;América del Sur;Andes;Argentina;;Puna de Atacama;6.070 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Norin Kang;;pico;Asia;Himalaya;Tíbet;;;7.206 m;set mil;;;Pico de 7.206 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Noroeste del Baudrimont;;pico;Europa;Pirineos;España;;;3.045 m;tres mil;;;Pico de 3.045 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Norte del nevado Huascarán;;pico;América del Sur;Andes;Perú;;Andes peruanos;6.655 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Noshaq;;pico;Asia;Hindu Kush;Afganistán, Pakistán;;;7.492 m;set mil;;;Pico de 7.492 m de altura sobre el nivel del mar, situado en la cordillera Hindu Kush.;Pico,altura,cordillera,Hindu Kush;
Novillo;;cerro;América Central;Cordillera Central;Puerto Rico;;Adjuntas (Tanama);938 m;menor de 1000;;;Cumbre de la Cordillera Central puertorriqueña, situada en el municipio de Adjuntas (Tanama).;Cumbre,Cordillera,Central;
Nube Flan;;cerro;América del Norte;Sierra Madre del Sur;México;;Oaxaca;3.690 m;tres mil;16° 12' 52'' N;96° 10' 56'' O;Montaña situada en el estado de Oaxaca (México), del que es el punto más alto.;Montaña,alto;
Nun;;pico;Asia;Himalaya;India;;Cachemira;7.135 m;set mil;;;Pico de 7.135 m de altura sobre el nivel del mar situado en la cordillera del Himalaya. Forma, junto con el pico Kun, el llamado macizo Nun Kun, que está formado principalmente por estas dos montañas.;Pico,altura,cordillera,Himalaya,Kun,macizo;
Nuptse;;pico;Asia;Himalaya;Nepal;;;7.864 m;set mil;;;Pico de 7.864 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Occidental De Astazou;;pico;Europa;Pirineos;España;;;3.012 m;tres mil;;;Pico de 3.012 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Occidental De Clarabide;;pico;Europa;Pirineos;España;;;3.008 m;tres mil;;;Pico de 3.008 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Occidental De Crabioules;;pico;Europa;Pirineos;España;;;3.106 m;tres mil;;;Pico de 3.106 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Occidental De La Cascada;;pico;Europa;Pirineos;España;;;3.095 m;tres mil;;;Pico de 3.095 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Occidental De Los Gabietou;;pico;Europa;Pirineos;España;;;3.034 m;tres mil;;;Pico de 3.034 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Occidental Del Infierno;;pico;Europa;Pirineos;España;;;3.073 m;tres mil;;;Pico de 3.073 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Ocotépetl de Hidalgo;;cerro;América del Norte;Cordillera Neovolcánica;México;;Puebla;3.780 m;tres mil;;;Montaña del estado de Puebla (México), en la cordillera Neovolcánica.;Montaña,cordillera;
Ojos del Salado;;nevado;América del Sur;Andes;Argentina, Chile;;Puna de Atacama;6.893 m;sis mil;27º 7' S;68º 32' O;Volcán de 6.893 m de alttitud y 3.688 m de prominencia, segunda montaña más alta de la cordillera de los Andes y de todo el continente americano, y la más alta de Chile, de la provincia de Catamarca (Argentina) y de la Puna de Atacama. Ubicado a 260 km al este de Copiapó (tercera región de Chile, a 800 kmts al norte de Santiago). Se trata del volcán activo más alto del mundo. Se accede por el camino Internacional, sin asfaltar, que cruza por las Lagunas Santa Rosa y Laguna Verde hacia Argentina.;Volcán,segunda,cordillera,Andes,continente,Puna,región,Santiago,alto,camino,Lagunas,Rosa;
Oliveras-Arenas;;punta;Europa;Pirineos;España;;;3.298 m;tres mil;;;Pico de 3.298 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Oriental De Astazou;;pico;Europa;Pirineos;España;;;3.071 m;tres mil;;;Pico de 3.071 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Oriental De Clarabide;;pico;Europa;Pirineos;España;;;3.012 m;tres mil;;;Pico de 3.012 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Oriental De Crabioules;;pico;Europa;Pirineos;España;;;3.116 m;tres mil;;;Pico de 3.116 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Oriental De Infierno;;pico;Europa;Pirineos;España;;;3.076 m;tres mil;;;Pico de 3.076 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Oriental De La Cascada;;pico;Europa;Pirineos;España;;;3.161 m;tres mil;;;Pico de 3.161 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Oriental De Los Gabietou;;pico;Europa;Pirineos;España;;;3.031 m;tres mil;;;Pico de 3.031 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Ossa;;monte;Oceanía;Cordillera Menor Australiana;Australia;;;1.617 m;mil;;;Montaña situada en la cordillera Menor Australiana.;Montaña,cordillera;
Palcaraju;;cerro;América del Sur;Andes;Argentina;;Andes peruanos;6.274 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Pale De Crabounouse;;pico;Europa;Pirineos;España;;;3.021 m;tres mil;;;Pico de 3.021 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Palomas;;cerro;América del Norte;Cordillera Neovolcánica;México;;México;3.789 m;tres mil;;;Montaña del estado de México, en la cordillera Neovolcánica mexicana.;Montaña,cordillera;
Palpana;;cerro;América del Sur;Andes;Chile;;Andes bolivianos;6.040 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Pan de Azúcar;;pico;América del Sur;Andes;Venezuela;;Sierra de la Culata;4.680 m;quatre mil;8° 48' N;70° 59' O;Pico de 4.680 m sobre el nivel del mar, en el estado de Mérida (Venezuela), dentro del parque nacional Sierra de La Culata, en la sierra homónima de los Andes. Su ascensión ofrece unas hermosas vistas de los páramos circundantes. Es una de las mayores alturas de Venezuela, pero no presenta grandes dificultades técnicas.;Pico,Sierra,Andes,ascensión,páramos,alturas,dificultades;
Pando;;cerro;América Central;Cordillera Central;Panamá;;;2.468 m;dos mil;;;Cerro de 3.335 m sobre el nivel del mar, situado en la Cordillera Central panameña.;Cerro,Cordillera,Central;
Pariacaca;;nevado;América del Sur;Andes;Perú;;;5.750 m;cinc mil;;;Situado de pleno en los Andes Centrales,  el Nevado Pariacaca se encuentra entre los departamentos de Lima y Junín (Perú). Cuenta con dos cumbres: el Pariacaca Norte de 5.730 metros de altura sobre el nivel del mar y la cumbre principal o Pariacaca Sur de 5.750 metros. Según la cosmovisión andina, la montaña del Pariacaca eras considerada como una de las divinidades más importantes del Tahuantinsuyo (el Imperio Inca), por lo que se supone que ya fue ascendido por las civilizaciones incas o preincas en rituales de veneración al apu o montaña sagrada. El manuscrito de Huarochirí atestigua este tipo de rituales y habla en concreto del Santuario del Pariacaca.;Andes,Nevado,Nevado,cumbres,altura,eras;
